,forum,thread_title,thread_url,author,member_status,verified_owner,joined,messages,location,cars,comment,date_published,sentiment,de number,lucid_model_name,match_score
342,Photos / Videos / Reviews,[Edmunds] TESTED: 2022 Lucid Air Grand Touring Misses EPA Range by Nearly 80 Miles,https://lucidowners.com/threads/edmunds-tested-2022-lucid-air-grand-touring-misses-epa-range-by-nearly-80-miles.4982/,hmp10,Active Member,True,2020-03-07,2991,"Naples, FL","Model S Plaid, Odyssey","
Yes. One phrase in the Edmunds article immediately jumped out at me:

"". . . this is the first time in more than 50 tests that a vehicle has underachieved its estimate by such a margin.""

When Edmunds tested a Dream Range version, they got very near its EPA rating (505 vs. 520) -- as near, in fact, as other EVs have gotten to their EPA ratings when those ratings were based on the more-conservative 2-cycle EPA protocols.

This should have triggered every alarm bell at Edmunds that something was amiss either with the car or the testing, and they should have chased that to ground before rushing to publish this test result.",2023-03-10,0.0,154.0,,
332,Photos / Videos / Reviews,[Edmunds] TESTED: 2022 Lucid Air Grand Touring Misses EPA Range by Nearly 80 Miles,https://lucidowners.com/threads/edmunds-tested-2022-lucid-air-grand-touring-misses-epa-range-by-nearly-80-miles.4982/,Cosmo Cruz,Active Member,False,2022-05-02,746,philly,Cosmic/Cruz/GT,"How does EPA get mpg on EVs ?

""Note: Edmunds tests every new electric vehicle on the same real-world driving loop to see just how far it can travel from a full charge down to zero miles remaining.""",2023-03-10,0.0,0.0,Air GT,90.0
1169,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","Even if it is available, we need a disconnect switch with ccs or j 1772 input 240v 19.6kW which have 240v l1 l2 on for the normal operation when we have power and in the event of outage we need a ccs j 1772 input when connected switches to it only when the main power is out and then switches back to the main power. We also need someone trained by lucid to install.",2023-03-15,0.0,,Air Pure,90.0
340,Photos / Videos / Reviews,[Edmunds] TESTED: 2022 Lucid Air Grand Touring Misses EPA Range by Nearly 80 Miles,https://lucidowners.com/threads/edmunds-tested-2022-lucid-air-grand-touring-misses-epa-range-by-nearly-80-miles.4982/,Bunnylebowski,Active Member,True,2022-03-22,2353,,"Air GT Black/Tahoe/19""","This Edmunds test is likely incorrect for a very simple reason. If you watch their very first video when they got the car, it was accidentally delivered with 21” wheels so they had to swap them with 19”. However the door sticker in the car is still going to list the 21” wheel cold PSI to inflate to, which is 42 instead of 49. So that right there would explain the surprisingly poor efficiency. For reference I drove from Rhode Island to Brewster NY at 70mph highway assist at 32F on 19” inflated for the correct pressure and climate set at auto to 72F, and my miles/kw was 3.6 so I had nearly as good efficiency as Edmunds in freezing temps. Their test was clearly botched somehow, and it’s lame they published the article anyway without first having Lucid make sure they were doing things correctly. If you read the Edmunds site their journalists are hyper-critical of the car, lots of weird nitpicky stuff that is not your usual thing a reviewer or average driver would care about.",2023-03-10,0.0,,Air GT,90.0
596,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,BACamster,Member,True,2023-01-24,99,"Bay Area, CA","Air Touring, MS 70D",Maybe the press are realizing that the middle class folks do exist?,2023-03-15,0.0,,Air Touring,90.0
333,Photos / Videos / Reviews,[Edmunds] TESTED: 2022 Lucid Air Grand Touring Misses EPA Range by Nearly 80 Miles,https://lucidowners.com/threads/edmunds-tested-2022-lucid-air-grand-touring-misses-epa-range-by-nearly-80-miles.4982/,Cosmo Cruz,Active Member,False,2022-05-02,746,philly,Cosmic/Cruz/GT,"Photo with article shows 19"" wheels.",2023-03-10,0.0,0.0,Air GT,90.0
642,Photos / Videos / Reviews,6 months & 20k+ miles later,https://lucidowners.com/threads/6-months-20k-miles-later.4786/,VoitureElectriq,Member,False,2023-02-28,27,,,"Thank you for sharing your thoughts! 20,000 miles in 6 months! That's 40,000 miles a year! You certainly drive a lot! Hopefully this car lasts many miles and many years with you!",2023-03-13,0.0,,,
1367,Interior / Exterior,Cosmos Silver,https://lucidowners.com/threads/cosmos-silver.611/,Jimyboy,Member,False,2022-06-17,75,Bay Area,~Air~,"Cosmos/Santa Cruz/21's here, and love it!",2023-03-14,0.0,,Air Dream Edition,90.0
594,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,BACamster,Member,True,2023-01-24,99,"Bay Area, CA","Air Touring, MS 70D",Most reviews are on the DE and GT. The AT raring get reviewed.,2023-03-15,0.0,,Air Touring,90.0
597,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"I think it’s just a matter of the GT being around much longer. And the Touring being in that weird “middle child” space. I imagine once the Pure starts shipping in volume, there will be a ton of reviews of that.",2023-03-15,0.0,,Air Touring,100.0
1186,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,borski,Staff Member,True,2021-11-19,4021,,"Air DE-P, Zenith Red, 21""","The surge is what I’m talking about, yeah. That’s why you can’t have ACs on fewer than two Powerwalls, and usually need a soft starter.",2023-03-17,0.0,241.0,Air Dream Edition,90.0
595,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,xponents,Active Member,False,2022-11-28,600,,,Did some kind of embargo get lifted today?,2023-03-15,0.0,,,
1179,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""","My comment was directed at the fact that people with solar and PowerWalls apparently during a power outage their solar panels do replenish the PowerWalls. If that is true, then why couldn't the solar panels also replenish the Lucid that is connected using V2H during a power outage? In that case the Lucid is just acting like a huge battery just like the PowerWalls???",2023-03-16,0.0,337.0,Air Dream Edition,95.0
1182,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,borski,Staff Member,True,2021-11-19,4021,,"Air DE-P, Zenith Red, 21""",How do you know that the Lucid will be capable of 19.2 kW continuous?,2023-03-16,0.0,241.0,Air Dream Edition,90.0
1183,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,borski,Staff Member,True,2021-11-19,4021,,"Air DE-P, Zenith Red, 21""","That is not true, if you have batteries. I’m every outage thus far, solar powers my house and excess goes to the batteries. If you don’t have a place for excess to go, that’s when PGE disallows solar to power your home. I am not sure if the Lucid would count.",2023-03-16,0.0,241.0,Air Dream Edition,90.0
1172,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,Steveinarizona,Active Member,False,2022-01-14,1564,Scottsdale Arizona,Genesis GV60 Performance,"
I think one needs to compare the cost of a power wall (if one has solar roof), a generator, and the Lucid V2H costs. Then realize that the V2H will eventually run out and limit your mobility when comparing the cost to the other alternatives.

I think V2L is probably a more cost effective alternative. In a power blackout, what are the main concerns? Mostly refrigeration. So plugging the refrigerator(s) into the car can protect your food supply. If you need to cook something, temporarily disconnect the refrigerators. Like the V2H solution, this will eventually limit your mobility but you will be using less electrons so your supply should last longer.",2023-03-16,0.0,,,
1178,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","PGE does not allow solar panels which are connected to the grid to power the house in the event of PGE failure as far as I know. So, even if I have solar power I could not use it.",2023-03-16,0.0,,Air Pure,90.0
1177,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme",19.2kW is enough to power the AC but I would do that only if absolutely needed and not use any other high power appliances at the same time.,2023-03-16,0.0,,Air Pure,90.0
1180,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","Yes. They could. There should be really no difference between the Powerwall and EV battery as far as PGE is concerned. I believe that PGE currently approves only Powerwall to be chaarged by Solar. So, the auto companies must get certified by utility companies. That said, what happens to the battery warranty by the Automakers in that case?",2023-03-16,0.0,,Air Pure,90.0
1175,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""",Also I believe the Powerwalls are only around 15Kwh?? So Lucid is equal to many Powerwalls. And even if the cost of the additional hardware is $5-$10K still a lot less expensive than the Powerwalls. I guess I'm wondering if the Lucid V2H will be able to recharge the car using my solar installation as apparently the PowerWalls can currently do in a power outage??,2023-03-16,0.0,337.0,Air Dream Edition,95.0
1185,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","I thought that the wunderbox is bi-directional 19.2kW capable 240v 80A 19.2kW sustained L2 charge or sustained output. When it is provide 240V 2 phase output, we also need to know the surge and peak because motor loads and microwave ovens do have a surge.",2023-03-17,0.0,,Air Pure,90.0
593,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,Nice review.,2023-03-15,0.0,,Air Touring,100.0
1184,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","I am not disagreeing with you. What I am saying is that you do not have a battery, PGE will not allow Solar to power your house in the even of power outage even if you have solar. PGE certified and qualified Tesla Power wall. They have to certify and qualify Lucid or any EV.",2023-03-16,0.0,,Air Pure,90.0
1170,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,pjdcorp,Active Member,False,2022-11-22,125,,touring,"Harik, where did you get the info re: a Lucid installer required? What are they required to do? Thanks.",2023-03-16,0.0,,Air Touring,100.0
1181,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""",Well Lucid advertised right from the start that the car could be used for V2H as needed (once approved and with the appropriate hardware that they designate) so it stands to reason there should not be any impact on the battery warranty.,2023-03-16,0.0,337.0,Air Dream Edition,95.0
1174,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","Lucid V2H is not much different than a Tesla powerwall but limited to peak output in kW. V2L in Hyundai/Kia is just 1.9kW. That is a different use case mostly on the road and with a long extension cord. As I said, with V2H in the car, you can drive to a DC FC and keep the house going. You cannot do that with a Powewall.",2023-03-16,0.0,,Air Pure,90.0
307,Driving Dynamics,Dream Owners Range Question,https://lucidowners.com/threads/dream-owners-range-question.4945/,Lucken,Active Member,False,2021-01-31,1342,Long Island,"22 BMW i4, Pure on order","Actually the LIE was almost completely repaved from Nassau through most of Suffolk. It's a real pleasure to drive on now. Of course many other roads in N.Y., not so much.",2023-03-17,0.0,,Air Pure,90.0
1168,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,sicsyman,Member,True,2022-04-18,48,,Lucid Air GT,"With many home still out of power in Bay Area, anybody know when Lucid V2H function would be available?",2023-03-15,0.0,,Air GT,100.0
592,Photos / Videos / Reviews,InsideEVs review of the Lucid Air Touring,https://lucidowners.com/threads/insideevs-review-of-the-lucid-air-touring.5044/,BACamster,Member,True,2023-01-24,99,"Bay Area, CA","Air Touring, MS 70D","Here is review of the Lucid Air Touring from InsideEVs:

",2023-03-15,0.0,,Air Touring,90.0
649,General Discussions,Lifetime miles per kw,https://lucidowners.com/threads/lifetime-miles-per-kw.4072/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme",I doubt the difference is that much,2023-02-18,0.0,,Air Pure,90.0
1475,How-to,Video Describing Locking and Unlocking Options,https://lucidowners.com/threads/video-describing-locking-and-unlocking-options.4771/,apollo1403,Member,True,2022-12-27,42,Northern Virginia,"GT IB/Tahoe, M4 Conv","Started using the mobile key reading this thread and watching the nice video. Working great so far, but still carrying the fob in a Faraday bag just in case!",2023-02-18,0.0,,Air GT,86.0
1276,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,zkhan2,Active Member,True,2022-01-31,334,Northern Virginia,Lucid Air GT,"I know they promised a service center in Northern Virginia and I received a text message from my service advisor today:

""I just wanted to give you a quick update. Our Tyson’s service center will be opening soon. I have you on the queue for the recall as well as the B-pillar repairs. I hope all is well.""

Seems like they are making progress. It still a relatively new company and the infrastructure will take some time.",2023-02-20,0.0,,Air GT,100.0
1405,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,xponents,Active Member,False,2022-11-28,600,,,Like modern porsches?,2023-02-19,0.0,,,
661,General Discussions,Lifetime miles per kw,https://lucidowners.com/threads/lifetime-miles-per-kw.4072/,borski,Staff Member,True,2021-11-19,4021,,"Air DE-P, Zenith Red, 21""","This comment serves no purpose; please be careful. Nobody here is trying to gaslight you, and we’re all trying to help. We understand you’re frustrated, but nobody is trying to gaslight you; we are just seeing different numbers.",2023-02-19,0.0,241.0,Air Dream Edition,90.0
695,Photos / Videos / Reviews,Update: 2500mi/4000km review,https://lucidowners.com/threads/update-2500mi-4000km-review.4656/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"Ahh. Thanks for the clarification. In that case, I agree with that, too.",2023-03-01,0.0,,Air Touring,100.0
1376,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,Scoop34,New Member,False,2022-12-10,4,,,"Pardon my ignorance if the question seems elementary, but what does the Stealth option have to do with the$7500 tax credit?",2023-02-19,0.0,0.0,,
648,General Discussions,Lifetime miles per kw,https://lucidowners.com/threads/lifetime-miles-per-kw.4072/,dolphinsafe,Active Member,True,2022-10-26,118,"Yantis, TX","2023 Lucid AT (QG,SC,DDP)","I've let my trips A & B accumulate since about 300 miles - now on 3900 miles. My lifetime averages is 3.0. I suppose that's the difference between 21"" and 19"" wheels.",2023-02-18,0.0,,Air Touring,90.0
843,Charging,National Electric Vehicle Infrastructure Standards and Requirements: encouraging,https://lucidowners.com/threads/national-electric-vehicle-infrastructure-standards-and-requirements-encouraging.4757/,borski,Staff Member,True,2021-11-19,4021,,"Air DE-P, Zenith Red, 21""","They have, at least somewhat. The infrastructure bill includes significant investment in renewable energy *as well as* EV charging infrastructure.",2023-02-18,0.0,241.0,Air Dream Edition,90.0
904,The New Aero (Sweden),Forged Directional Aerowheels for Lucid Air,https://lucidowners.com/threads/forged-directional-aerowheels-for-lucid-air.4803/,TheNewAero_Alexander,Member,False,2021-11-11,31,Sweden,VW ID Buzz Cargo,"We offer forum members 10% off on The New Aero wheels . Use coupon code ""lucidforum"". Prices in North America are in USD and we take care of the state sales tax and customs handling. Delivery with UPS takes around 7 days. You can DM us to order or order from our website. The wheels that we guarantee fit the Lucid air are the 21"" for Model S 2012-2020, shown below.

The company was founded in 2016 to develop aftermarket wheels that does not affect the range or even improves the range by having minimal aero drag. They are manufactured in Italy by family owned wheel manufacturer Fondmetal S.p.A. and are awarded with both the Red Dot and iF design awards.







",2023-02-20,0.0,,,
1400,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,BACamster,Member,True,2023-01-24,99,"Bay Area, CA","Air Touring, MS 70D","It is indeed the case. My AT has heat, vent, and thigh cushion extender.",2023-02-18,0.0,,Air Touring,90.0
654,General Discussions,Lifetime miles per kw,https://lucidowners.com/threads/lifetime-miles-per-kw.4072/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme",,2023-02-18,0.0,,Air Pure,90.0
1399,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,xponents,Active Member,False,2022-11-28,600,,,"Anyone with a AT, is this still the case?",2023-02-18,0.0,,,
1021,User Interface,Metronome,https://lucidowners.com/threads/metronome.3151/,GMan,Active Member,True,2022-11-07,159,Nevada,Air Touring,This worked for me. I'm on 2.0.52,2023-02-18,0.0,,Air Touring,100.0
1379,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","It could have to do with existing inventory or demand. Not sure, they are pretty tight lipped about stuff like that.",2023-02-19,0.0,,Air GT,90.0
700,Photos / Videos / Reviews,Car and Driver Tested: 2023 Lucid Air Touring Hits the Sweet Spot,https://lucidowners.com/threads/car-and-driver-tested-2023-lucid-air-touring-hits-the-sweet-spot.4713/,Adnillien,Staff Member,True,2020-08-23,1654,"Paradise Valley, AZ",Lucid GT,"I have no doubt that some people are seeing more problems than I am with recent software. I see the backup camera issue about once a week and have encountered the not being able to select drive or reverse once. However, the vast majority of my drives are completely flawless.",2023-02-12,0.0,,Air GT,100.0
1381,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,Eevee,New Member,False,2022-05-24,14,"Bay Area, CA",Air Touring,"Here's my final price sheet after everything including my original 300 deposit and 7500 credit. I take delivery in a few days!! Note, I wanted the glass roof which cost $4k at legacy pricing, included in the price sheet. I'm sure you got your answer by now but just in case hope this helps!",2023-02-20,0.0,,Air Touring,100.0
982,Lucid Classifieds,2022 as new Lucid Grand Touring with 2900 Miles for Sale,https://lucidowners.com/threads/2022-as-new-lucid-grand-touring-with-2900-miles-for-sale.4512/,BACamster,Member,True,2023-01-24,99,"Bay Area, CA","Air Touring, MS 70D",Click on the person's name under his/her banner and click Start conversation.,2023-02-20,0.0,,Air Touring,90.0
1162,General Discussions,"The 2,000-mile report",https://lucidowners.com/threads/the-2-000-mile-report.4902/,lsbuffs,Active Member,True,2022-08-11,199,"Phoenix, AZ",2023 Air Touring,I still have my $16 Motor Trend mats over the carpet.,2023-03-01,0.0,,Air Touring,95.0
1402,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","actually, it sucks inward through the perforations.",2023-02-19,0.0,,Air GT,90.0
693,Photos / Videos / Reviews,Update: 2500mi/4000km review,https://lucidowners.com/threads/update-2500mi-4000km-review.4656/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"Okay, I’ll bite. What does “cafeteria” mean? 

Also, I agree. I tried the speed bump trick recently, and it was great.",2023-03-01,0.0,,Air Touring,100.0
1161,General Discussions,"The 2,000-mile report",https://lucidowners.com/threads/the-2-000-mile-report.4902/,VoitureElectriq,Member,False,2023-02-28,27,,,"You can also get a set of black carpets from Lucid. It'll be a bit of a contrast with the rest of your lighter interior, but it won't look bad - at least not in my opinion.",2023-03-01,0.0,,,
1380,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,Scoop34,New Member,False,2022-12-10,4,,,"I appreciate your time, sir.",2023-02-19,0.0,0.0,,
641,Photos / Videos / Reviews,6 months & 20k+ miles later,https://lucidowners.com/threads/6-months-20k-miles-later.4786/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,"Yep. I came from a Model 3, too. And I completely agree on the phantom braking. I had to stop using autopilot and FSD altogether, it was so frequent. HA is sooooo much better, despite being more limited in features.",2023-02-19,0.0,,Air Touring,100.0
1401,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,Impatient7536,Active Member,False,2022-05-28,226,Socal,,"when you say vent, is it just the perforations? or like you can turn on active ventilation and air is blowing and stuff? thanks!",2023-02-19,0.0,,,
590,General Discussions,Test drove the Air,https://lucidowners.com/threads/test-drove-the-air.4787/,joec,Staff Member,True,2022-05-01,2910,,Air Touring,I've been saying to anyone who will listen that the front of the Air is the best-design in an EV ever. Even most ICE cars look completely ugly from the front nowadays. But EVs have long struggled with how to handle this area of the car. And Lucid just nailed it. The new Tesla Roadster (hope it ships eventually) might be the only EV I've seen that can compete on the front end design.,2023-02-19,0.0,,Air Touring,100.0
1404,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,MHDave,Active Member,True,2022-10-20,313,San Jose CA,"Touring, F150, R1200RT",?? Bobby just said Lucid seats suck?,2023-02-19,0.0,,Air Touring,90.0
1382,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,chachacha,New Member,False,2023-02-15,24,,,"Do you mind sharing what your options were? And state sales tax percentag, thx!",2023-02-20,0.0,,,
591,General Discussions,Test drove the Air,https://lucidowners.com/threads/test-drove-the-air.4787/,evdriver,New Member,False,2023-02-17,13,"Montréal, Canada","Tesla Model X, Model 3","
That's a good point. I have a Tesla HPWC which I thought was tops. I looked at the Lucid model after my test drive and was quite surprised about the 80 miles per hour. And I actually have the set up to fully utilize it, i.e. a dedicated 100A panel just for EV charging.",2023-02-19,0.0,,,
1377,Ordering / Pricing / Production / Delivery,"Existing Pure Reservation- Upgrade to Touring at Legacy Price with $7,500 Credit?",https://lucidowners.com/threads/existing-pure-reservation-upgrade-to-touring-at-legacy-price-with-7-500-credit.4708/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","It is not a tax credit. Lucid is giving a credit, essentially a discount, of $7500 on certain models. Stealth is not one of them.",2023-02-19,0.0,,Air GT,90.0
981,Lucid Classifieds,2022 as new Lucid Grand Touring with 2900 Miles for Sale,https://lucidowners.com/threads/2022-as-new-lucid-grand-touring-with-2900-miles-for-sale.4512/,hydbob,Staff Member,True,2021-11-14,7262,,Dream P,"Click their name, then start conversation",2023-02-20,0.0,33.0,Air Dream Edition,100.0
1403,Ordering / Pricing / Production / Delivery,Seat Differences between Trims,https://lucidowners.com/threads/seat-differences-between-trims.3397/,Impatient7536,Active Member,False,2022-05-28,226,Socal,,oh what. good to know. thanks!,2023-02-19,0.0,,,
980,Lucid Classifieds,2022 as new Lucid Grand Touring with 2900 Miles for Sale,https://lucidowners.com/threads/2022-as-new-lucid-grand-touring-with-2900-miles-for-sale.4512/,PeterC,New Member,False,2023-01-23,6,,Lucid Air Grand Touring,"Forgive me, but how do you ""PM"" someone in the forum? I am unfamiliar with the format. Please let me know. Thanks Peter",2023-02-20,0.0,,Air GT,100.0
1275,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,Gil,Member,False,2022-09-25,42,,Lucid Air,"It’s all too clear that Lucid has underinvested in service. The infrastructure is not there, and they are understaffed, even for the small number of cars on the road. I pray that this shortsightedness doesn’t kill the company.",2023-02-20,0.0,,Air GT,95.0
1173,Charging,V2H availability,https://lucidowners.com/threads/v2h-availability.5049/,Negan1000,Active Member,False,2022-10-02,328,,"S550, Touring",Bidirectional charging and V2H would provide the backup power for your critical loads during a grid power failure. You will not need to run power cords to the car.,2023-03-16,0.0,,Air Touring,90.0
685,Charging Stations / Infrastructure,1300 Mile San Diego to Sonoma road trip,https://lucidowners.com/threads/1300-mile-san-diego-to-sonoma-road-trip.4990/,SCOOTERSD,Active Member,True,2022-05-15,140,"San Diego, CA",Tesla S and 3,"With the weather, the load, the speed, and some traffic issues I was not at all surprised or disappointed in the 3.0…..",2023-03-10,0.0,,,
820,Charging,Inferring Total Battery Capacity,https://lucidowners.com/threads/inferring-total-battery-capacity.4994/,GMan,Active Member,True,2022-11-07,159,Nevada,Air Touring,"I have a Touring which according to the information I have seen, has a total battery capacity of 93 kWh.

I took note on one of my recent charges at EA, where I plugged in at 33% SOC and charged to my target of 66% SOC. 

Upon completion of the charge, on the EA charging stations screen, it showed total delivered capacity of 33.8 kWh.

If this is the case, it would be an inferred calculation of 3 x 33.8 kWh = 101.4 kWh of total capacity, which is about 10% more than the 93 kWh spec.

Is it possible the kWh capacity of the vehicle is greater than the spec, or is it simply that EA is overstating the amount of kWh delivered?",2023-03-10,0.0,,Air Touring,100.0
760,How-to,Actual range:,https://lucidowners.com/threads/actual-range.4944/,Bunnylebowski,Active Member,True,2022-03-22,2353,,"Air GT Black/Tahoe/19""","I’ve heard that most degradation happens early on, so your battery might actually be 110 or 109kw instead of 112, but I don’t know if that’s accurate. The only way to tell is to drive the car from 100% SOC down to zero SOC% and see the total kW used, which you shouldn’t do.",2023-03-06,0.0,,Air GT,90.0
1304,Driving Dynamics,How much power is available in Smooth vs Swift vs Sprint mode ?,https://lucidowners.com/threads/how-much-power-is-available-in-smooth-vs-swift-vs-sprint-mode.1019/,inthewoods,Member,False,2022-12-31,27,,Air Pure,"This is what happens is Sprint Mode: 



",2023-02-07,0.0,,Air Pure,100.0
690,Photos / Videos / Reviews,Update: 2500mi/4000km review,https://lucidowners.com/threads/update-2500mi-4000km-review.4656/,chinesejpl,Member,False,2022-11-23,62,"Vancouver, BC",Air GT,I'm going to try this. 🤞,2023-02-07,0.0,,Air GT,100.0
1273,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,Gil,Member,False,2022-09-25,42,,Lucid Air,Aha! It‘s not undocumented after all. It’s called Limited Power Mode. Thank you.,2023-02-10,0.0,,Air GT,95.0
1272,User Interface,Frunk? “Turtle mode”?,https://lucidowners.com/threads/frunk-%E2%80%9Cturtle-mode%E2%80%9D.4648/,zkhan2,Active Member,True,2022-01-31,334,Northern Virginia,Lucid Air GT,"Not sure of all the issues that triggers this icon. However, the icon itself is noted as ""Limited Power Mode active"" in the user manual - leave it to Lucid not to place a version number on the pdf manual. I can say this manual predates software 2.xx.

More info:






I am assuming that any issues that signal a drive safety issue triggers this icon. What I don't get is that when I first had my car delivered, I had a faulty frunk latch. The car would show it as open and provide an annoying sound, however no other warning including the turtle. I would assume that turtle should be activated since the safety is in the frunk opening all they way when driving would be a catastrophic issue. They did fix that within a week after delivery by replacing the latches.",2023-02-10,0.0,,Air GT,100.0
570,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""",Another great video!!,2023-02-10,0.0,337.0,Air Dream Edition,95.0
569,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,windscar911,Active Member,True,2022-04-14,361,San Diego,"Air, Optima, 911","What a great video! 👏
Speed (or lack thereof) is king!",2023-02-10,0.0,,Air Dream Edition,86.0
576,General Discussions,300 Mile Road Trip: Impressive Efficiency!,https://lucidowners.com/threads/300-mile-road-trip-impressive-efficiency.4689/,mcr16,LUCID Team Member,False,2021-11-22,104,"Newark, CA",,Thank you for recording and sharing your experience @Bobby. I love that part of California. I can imagine how fabulous the drive was inside your Air!,2023-02-10,0.0,,,
